servicerequestnum,code,codeDescription,address,city,state,zip,createdDate,dueDate,statusDate,status,activity,outcome,updatedDate
13-00189606,RATRUBPR,SW-Rat Rubout - Proactive,1429 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189604,RATRUBPR,SW-Rat Rubout - Proactive,1427 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189597,RATRUBPR,SW-Rat Rubout - Proactive,1423 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189595,RATRUBPR,SW-Rat Rubout - Proactive,1421 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189592,RATRUBPR,SW-Rat Rubout - Proactive,1419 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189573,RATRUBPR,SW-Rat Rubout - Proactive,1417 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189571,RATRUBPR,SW-Rat Rubout - Proactive,1415 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189565,RATRUBPR,SW-Rat Rubout - Proactive,1413 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189517,RATRUBPR,SW-Rat Rubout - Proactive,1407 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189506,RATRUBPR,SW-Rat Rubout - Proactive,1403 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189499,RATRUBPR,SW-Rat Rubout - Proactive,1401 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189409,RATRUBPR,SW-Rat Rubout - Proactive,1610 E FEDERAL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189388,RATRUBPR,SW-Rat Rubout - Proactive,1608 E FEDERAL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189384,RATRUBPR,SW-Rat Rubout - Proactive,1606 E FEDERAL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189383,RATRUBPR,SW-Rat Rubout - Proactive,1604 E FEDERAL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189377,RATRUBPR,SW-Rat Rubout - Proactive,1602 E FEDERAL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189266,RATRUBPR,SW-Rat Rubout - Proactive,1614 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189263,RATRUBPR,SW-Rat Rubout - Proactive,1612 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189261,RATRUBPR,SW-Rat Rubout - Proactive,1610 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189256,RATRUBPR,SW-Rat Rubout - Proactive,1606 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189248,RATRUBPR,SW-Rat Rubout - Proactive,1604 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189247,RATRUBPR,SW-Rat Rubout - Proactive,1602 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189237,RATRUBPR,SW-Rat Rubout - Proactive,1600 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189235,RATRUBPR,SW-Rat Rubout - Proactive,1615 E LANVALE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189234,RATRUBPR,SW-Rat Rubout - Proactive,1613 E LANVALE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189225,RATRUBPR,SW-Rat Rubout - Proactive,1609 E LANVALE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189221,RATRUBPR,SW-Rat Rubout - Proactive,1607 E LANVALE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189212,RATRUBPR,SW-Rat Rubout - Proactive,1605 E LANVALE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189177,RATRUBPR,SW-Rat Rubout - Proactive,1639 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189170,RATRUBPR,SW-Rat Rubout - Proactive,1633 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189168,RATRUBPR,SW-Rat Rubout - Proactive,1631 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189164,RATRUBPR,SW-Rat Rubout - Proactive,1627 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189159,RATRUBPR,SW-Rat Rubout - Proactive,1623 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189052,RATRUBPR,SW-Rat Rubout - Proactive,1601 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188987,RATRUBPR,SW-Rat Rubout - Proactive,1614 E LANVALE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188957,RATRUBPR,SW-Rat Rubout - Proactive,1602 E LANVALE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188948,RATRUBPR,SW-Rat Rubout - Proactive,1720 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188931,RATRUBPR,SW-Rat Rubout - Proactive,1708 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188929,RATRUBPR,SW-Rat Rubout - Proactive,1706 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188921,RATRUBPR,SW-Rat Rubout - Proactive,1611 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188910,RATRUBPR,SW-Rat Rubout - Proactive,1605 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188908,RATRUBPR,SW-Rat Rubout - Proactive,1603 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188873,RATRUBPR,SW-Rat Rubout - Proactive,1741 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188868,RATRUBPR,SW-Rat Rubout - Proactive,1735 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188867,RATRUBPR,SW-Rat Rubout - Proactive,1733 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188863,RATRUBPR,SW-Rat Rubout - Proactive,1729 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188859,RATRUBPR,SW-Rat Rubout - Proactive,1725 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188856,RATRUBPR,SW-Rat Rubout - Proactive,1719 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188854,RATRUBPR,SW-Rat Rubout - Proactive,1717 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188852,RATRUBPR,SW-Rat Rubout - Proactive,1715 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188848,RATRUBPR,SW-Rat Rubout - Proactive,1711 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188839,RATRUBPR,SW-Rat Rubout - Proactive,1705 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188836,RATRUBPR,SW-Rat Rubout - Proactive,1701 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188786,RATRUBPR,SW-Rat Rubout - Proactive,1532 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188781,RATRUBPR,SW-Rat Rubout - Proactive,1526 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188778,RATRUBPR,SW-Rat Rubout - Proactive,1522 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188774,RATRUBPR,SW-Rat Rubout - Proactive,1518 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188760,RATRUBPR,SW-Rat Rubout - Proactive,1508 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188756,RATRUBPR,SW-Rat Rubout - Proactive,1218 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188752,RATRUBPR,SW-Rat Rubout - Proactive,1216 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188748,RATRUBPR,SW-Rat Rubout - Proactive,1212 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188737,RATRUBPR,SW-Rat Rubout - Proactive,1204 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188735,RATRUBPR,SW-Rat Rubout - Proactive,1200 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188732,RATRUBPR,SW-Rat Rubout - Proactive,1227 N DALLAS ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188722,RATRUBPR,SW-Rat Rubout - Proactive,1223 N DALLAS ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188720,RATRUBPR,SW-Rat Rubout - Proactive,1213 N DALLAS ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188713,RATRUBPR,SW-Rat Rubout - Proactive,1205 N DALLAS ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188711,RATRUBPR,SW-Rat Rubout - Proactive,1625 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188703,RATRUBPR,SW-Rat Rubout - Proactive,1621 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188666,RATRUBPR,SW-Rat Rubout - Proactive,1609 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188665,RATRUBPR,SW-Rat Rubout - Proactive,1607 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00185371,HLTHRATR,SW-Rat Rubout,  BURNWOOD RD ,BALTIMORE CITY,MD,21239,03/18/2013 05:05:09 AM +0000,04/01/2013,03/21/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/21/2013
13-00185191,HCDRODEN,HCD-Rodents,1117  HAVERHILL RD ,BALTIMORE CITY,MD,21229,03/18/2013 01:44:14 AM +0000,04/02/2013,03/18/2013,CLOSED,,,
13-00184862,HLTHRATR,SW-Rat Rubout,2530  TERRA FIRMA RD ,BALTIMORE CITY,MD,21225,03/17/2013 07:48:24 PM +0000,03/31/2013,03/21/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/21/2013
13-00184382,HCDRODEN,HCD-Rodents,908 N PAYSON ST ,BALTIMORE CITY,MD,21217,03/17/2013 01:30:50 AM +0000,04/01/2013,03/18/2013,DUPCLOSD,,,
13-00184372,HCDRODEN,HCD-Rodents,5139  FREDERICK AVE ,BALTIMORE CITY,MD,21229,03/17/2013 01:26:04 AM +0000,04/01/2013,03/19/2013,CLOSED,Dispatch Inspector,Citation Issued,03/19/2013
13-00184357,HCDRODEN,HCD-Rodents,908 N PAYSON ST ,BALTIMORE CITY,MD,21217,03/17/2013 01:14:49 AM +0000,04/01/2013,03/18/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,03/18/2013
13-00184029,HLTHRATR,SW-Rat Rubout,2725  PARKWOOD AVE ,BALTIMORE CITY,MD,21217,03/16/2013 09:00:57 PM +0000,03/30/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/19/2013
13-00183882,HCDRODEN,HCD-Rodents,3116  BRENDAN AVE ,BALTIMORE CITY,MD,21213,03/16/2013 07:08:57 PM +0000,03/31/2013,03/18/2013,CLOSED,Dispatch Inspector,Work Order Outstanding Pending,03/18/2013
13-00183750,HCDRODEN,HCD-Rodents,2803  THE ALAMEDA  ,BALTIMORE CITY,MD,21218,03/16/2013 05:35:53 PM +0000,03/31/2013,03/18/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,03/18/2013
13-00183186,HLTHRATR,SW-Rat Rubout,  DANA ST & COBBER LN  ,BALTIMORE CITY,MD,21229,03/16/2013 01:49:55 AM +0000,03/30/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/19/2013
13-00182714,HCDRODEN,HCD-Rodents,2903  ERDMAN AVE ,BALTIMORE CITY,MD,21213,03/15/2013 10:49:30 PM +0000,03/30/2013,03/18/2013,CLOSED,Dispatch Inspector,Work Order Outstanding Pending,03/18/2013
13-00182486,HLTHRATR,SW-Rat Rubout,630  SAVAGE ST ,BALTIMORE CITY,MD,21224,03/15/2013 10:04:04 PM +0000,03/29/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/19/2013
13-00182145,HCDRODEN,HCD-Rodents,1827  VINE ST ,BALTIMORE CITY,MD,21223,03/15/2013 08:38:12 PM +0000,03/30/2013,03/18/2013,CLOSED,Dispatch Inspector,No Entry (After 3 Attempts),03/18/2013
13-00182138,HLTHRATR,SW-Rat Rubout,1827  VINE ST ,BALTIMORE CITY,MD,21223,03/15/2013 08:34:38 PM +0000,03/29/2013,03/21/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/21/2013
13-00181369,HLTHRATR,SW-Rat Rubout,2915  FREDERICK AVE ,BALTIMORE CITY,MD,21223,03/15/2013 05:52:47 PM +0000,03/29/2013,03/20/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/20/2013
13-00181193,HCDRODEN,HCD-Rodents,4124  REISTERSTOWN RD ,BALTIMORE CITY,MD,21215,03/15/2013 05:15:27 PM +0000,03/30/2013,03/18/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,03/18/2013
13-00186151,RATRUBPR,SW-Rat Rubout - Proactive,1531 N BOND ST ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185742,RATRUBPR,SW-Rat Rubout - Proactive,1218 N BROADWAY  ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185801,RATRUBPR,SW-Rat Rubout - Proactive,1232 N BROADWAY  ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185804,RATRUBPR,SW-Rat Rubout - Proactive,1234 N BROADWAY  ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185808,RATRUBPR,SW-Rat Rubout - Proactive,1238 N BROADWAY  ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185820,RATRUBPR,SW-Rat Rubout - Proactive,1244 N BROADWAY  ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185826,RATRUBPR,SW-Rat Rubout - Proactive,1248 N BROADWAY  ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185828,RATRUBPR,SW-Rat Rubout - Proactive,1250 N BROADWAY  ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185836,RATRUBPR,SW-Rat Rubout - Proactive,1254 N BROADWAY  ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185852,RATRUBPR,SW-Rat Rubout - Proactive,1602 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185860,RATRUBPR,SW-Rat Rubout - Proactive,1606 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185883,RATRUBPR,SW-Rat Rubout - Proactive,1610 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185887,RATRUBPR,SW-Rat Rubout - Proactive,1612 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185896,RATRUBPR,SW-Rat Rubout - Proactive,1614 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185971,RATRUBPR,SW-Rat Rubout - Proactive,1616 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185975,RATRUBPR,SW-Rat Rubout - Proactive,1620 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185976,RATRUBPR,SW-Rat Rubout - Proactive,1622 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185981,RATRUBPR,SW-Rat Rubout - Proactive,1626 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185983,RATRUBPR,SW-Rat Rubout - Proactive,1628 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00185989,RATRUBPR,SW-Rat Rubout - Proactive,1632 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00186020,RATRUBPR,SW-Rat Rubout - Proactive,1601  HAKESLEY PL ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00186027,RATRUBPR,SW-Rat Rubout - Proactive,1605  HAKESLEY PL ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00186031,RATRUBPR,SW-Rat Rubout - Proactive,1607  HAKESLEY PL ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
13-00186044,RATRUBPR,SW-Rat Rubout - Proactive,1611  HAKESLEY PL ,BALTIMORE CITY,MD,21213,03/15/2013 07:00:00 AM +0000,03/20/2013,03/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/15/2013
