servicerequestnum,code,codeDescription,address,city,state,zip,createdDate,dueDate,statusDate,status,activity,outcome,updatedDate
13-00060235,RATRUBPR,SW-Rat Rubout - Proactive,407 N ELLWOOD AVE ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00060234,RATRUBPR,SW-Rat Rubout - Proactive,409 N ELLWOOD AVE ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00060232,RATRUBPR,SW-Rat Rubout - Proactive,411 N ELLWOOD AVE ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00060227,RATRUBPR,SW-Rat Rubout - Proactive,413 N ELLWOOD AVE ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00060225,RATRUBPR,SW-Rat Rubout - Proactive,417 N ELLWOOD AVE ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00060211,RATRUBPR,SW-Rat Rubout - Proactive,421 N ELLWOOD AVE ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00060194,RATRUBPR,SW-Rat Rubout - Proactive,431 N ELLWOOD AVE ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00060192,RATRUBPR,SW-Rat Rubout - Proactive,433 N ELLWOOD AVE ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00060190,RATRUBPR,SW-Rat Rubout - Proactive,437 N ELLWOOD AVE ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00060167,RATRUBPR,SW-Rat Rubout - Proactive,451 N ELLWOOD AVE ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00060147,RATRUBPR,SW-Rat Rubout - Proactive,402 N ROBINSON ST ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00060116,RATRUBPR,SW-Rat Rubout - Proactive,406 N ROBINSON ST ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00060072,RATRUBPR,SW-Rat Rubout - Proactive,408 N ROBINSON ST ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00060013,RATRUBPR,SW-Rat Rubout - Proactive,418 N ROBINSON ST ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00060007,RATRUBPR,SW-Rat Rubout - Proactive,424 N ROBINSON ST ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00060004,RATRUBPR,SW-Rat Rubout - Proactive,426 N ROBINSON ST ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059986,RATRUBPR,SW-Rat Rubout - Proactive,428 N ROBINSON ST ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059983,RATRUBPR,SW-Rat Rubout - Proactive,430 N ROBINSON ST ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059979,RATRUBPR,SW-Rat Rubout - Proactive,434 N ROBINSON ST ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059963,RATRUBPR,SW-Rat Rubout - Proactive,440 N ROBINSON ST ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059947,RATRUBPR,SW-Rat Rubout - Proactive,448 N ROBINSON ST ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059945,RATRUBPR,SW-Rat Rubout - Proactive,450 N ROBINSON ST ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059943,RATRUBPR,SW-Rat Rubout - Proactive,454 N ROBINSON ST ,BALTIMORE CITY,MD,21224,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059471,RATRUBPR,SW-Rat Rubout - Proactive,2703  MOUNT HOLLY ST ,BALTIMORE CITY,MD,21216,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059467,RATRUBPR,SW-Rat Rubout - Proactive,2803  MOUNT HOLLY ST ,BALTIMORE CITY,MD,21216,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059456,RATRUBPR,SW-Rat Rubout - Proactive,2710  CHELSEA TER ,BALTIMORE CITY,MD,21216,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059445,RATRUBPR,SW-Rat Rubout - Proactive,2706  CHELSEA TER ,BALTIMORE CITY,MD,21216,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059444,RATRUBPR,SW-Rat Rubout - Proactive,2700  CHELSEA TER ,BALTIMORE CITY,MD,21216,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059432,RATRUBPR,SW-Rat Rubout - Proactive,2704  CHELSEA TER ,BALTIMORE CITY,MD,21216,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059259,RATRUBPR,SW-Rat Rubout - Proactive,2701  MOUNT HOLLY ST ,BALTIMORE CITY,MD,21216,01/24/2013 08:00:00 AM +0000,01/29/2013,01/25/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/24/2013
13-00059213,RATRUBPR,SW-Rat Rubout - Proactive,2708  CHELSEA TER ,BALTIMORE CITY,MD,21216,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059202,RATRUBPR,SW-Rat Rubout - Proactive,2804  CHELSEA TER ,BALTIMORE CITY,MD,21216,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059196,RATRUBPR,SW-Rat Rubout - Proactive,2810  CHELSEA TER ,BALTIMORE CITY,MD,21216,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059154,RATRUBPR,SW-Rat Rubout - Proactive,2805  MOUNT HOLLY ST ,BALTIMORE CITY,MD,21216,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00059136,RATRUBPR,SW-Rat Rubout - Proactive,2705  MOUNT HOLLY ST ,BALTIMORE CITY,MD,21216,01/24/2013 08:00:00 AM +0000,01/29/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00054520,HCDRODEN,HCD-Rodents,2466  FRANCIS ST ,BALTIMORE CITY,MD,21217,01/24/2013 01:28:40 AM +0000,02/08/2013,01/24/2013,CLOSED,Dispatch Inspector,Condition Does Not Exist,01/24/2013
13-00054311,HCDRODEN,HCD-Rodents,3313  LYNDALE AVE ,BALTIMORE CITY,MD,21213,01/24/2013 12:34:19 AM +0000,02/08/2013,01/25/2013,CLOSED,Dispatch Inspector,No Entry (After 3 Attempts),01/25/2013
13-00054309,HLTHRATR,SW-Rat Rubout,3313  LYNDALE AVE ,BALTIMORE CITY,MD,21213,01/24/2013 12:33:58 AM +0000,02/07/2013,01/28/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/25/2013
13-00054219,HCDRODEN,HCD-Rodents,2425  WESTWOOD AVE ,BALTIMORE CITY,MD,21216,01/24/2013 12:10:17 AM +0000,02/08/2013,01/25/2013,CLOSED,Dispatch Inspector,No Entry (After 3 Attempts),01/24/2013
13-00053521,HLTHRATR,SW-Rat Rubout,2214 E LOMBARD ST ,BALTIMORE CITY,MD,21231,01/23/2013 09:56:21 PM +0000,02/06/2013,01/25/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/25/2013
13-00053453,HLTHRATR,SW-Rat Rubout,1220 W PRATT ST ,BALTIMORE CITY,MD,21223,01/23/2013 09:40:35 PM +0000,02/06/2013,01/28/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/28/2013
13-00053425,HLTHRATR,SW-Rat Rubout,4301  ARIZONA AVE ,BALTIMORE CITY,MD,21206,01/23/2013 09:32:03 PM +0000,02/06/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00053371,HLTHRATR,SW-Rat Rubout,1929 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,01/23/2013 09:14:30 PM +0000,02/06/2013,01/25/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/25/2013
13-00053304,HCDRODEN,HCD-Rodents,1729  GUILFORD AVE ,BALTIMORE CITY,MD,21202,01/23/2013 08:57:23 PM +0000,02/07/2013,01/24/2013,CLOSED,Dispatch Inspector,Notice Issued,01/24/2013
13-00053220,HCDRODEN,HCD-Rodents,3600  BOSTON ST ,BALTIMORE CITY,MD,21224,01/23/2013 08:37:01 PM +0000,02/07/2013,01/25/2013,CLOSED,Dispatch Inspector,Invalid Address,01/24/2013
13-00053131,HCDRODEN,HCD-Rodents,2611  PARK HEIGHTS TER ,BALTIMORE CITY,MD,21215,01/23/2013 08:18:03 PM +0000,02/07/2013,01/24/2013,CLOSED,Dispatch Inspector,Follow-up Required,01/24/2013
13-00052989,HCDRODEN,HCD-Rodents,1433  WALKER AVE ,BALTIMORE CITY,MD,21239,01/23/2013 07:41:26 PM +0000,02/07/2013,01/24/2013,CLOSED,Dispatch Inspector,Complaint Not a Violation,01/24/2013
13-00052760,HCDRODEN,HCD-Rodents,1511  FILBERT ST ,BALTIMORE CITY,MD,21226,01/23/2013 07:00:19 PM +0000,02/07/2013,01/24/2013,CLOSED,Dispatch Inspector,Condition Corrected,01/23/2013
13-00052287,HCDRODEN,HCD-Rodents,1634 N BROADWAY  ,BALTIMORE CITY,MD,21213,01/23/2013 05:33:56 PM +0000,02/07/2013,01/24/2013,CLOSED,Dispatch Inspector,Condition Corrected,01/24/2013
13-00055898,RATRUBPR,SW-Rat Rubout - Proactive,1523  CHARLOTTE AVE ,BALTIMORE CITY,MD,21224,01/23/2013 08:00:00 AM +0000,01/28/2013,01/23/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/23/2013
13-00055918,RATRUBPR,SW-Rat Rubout - Proactive,1005 N FULTON AVE ,BALTIMORE CITY,MD,21217,01/23/2013 08:00:00 AM +0000,01/28/2013,01/23/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/23/2013
13-00055905,RATRUBPR,SW-Rat Rubout - Proactive,2466  FRANCIS ST ,BALTIMORE CITY,MD,21217,01/23/2013 08:00:00 AM +0000,01/28/2013,01/23/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/23/2013
13-00055898,RATRUBPR,SW-Rat Rubout - Proactive,1523  CHARLOTTE AVE ,BALTIMORE CITY,MD,21224,01/23/2013 08:00:00 AM +0000,01/28/2013,01/23/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/23/2013
13-00055905,RATRUBPR,SW-Rat Rubout - Proactive,2466  FRANCIS ST ,BALTIMORE CITY,MD,21217,01/23/2013 08:00:00 AM +0000,01/28/2013,01/23/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/23/2013
13-00055918,RATRUBPR,SW-Rat Rubout - Proactive,1005 N FULTON AVE ,BALTIMORE CITY,MD,21217,01/23/2013 08:00:00 AM +0000,01/28/2013,01/23/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/23/2013
13-00051190,HCDRODEN,HCD-Rodents,3808 E LOMBARD ST ,BALTIMORE CITY,MD,21224,01/23/2013 01:55:07 AM +0000,02/07/2013,01/25/2013,CLOSED,Dispatch Inspector,Condition Does Not Exist,01/25/2013
13-00051021,HLTHRATR,SW-Rat Rubout,5124  QUEENSBERRY AVE ,BALTIMORE CITY,MD,21215,01/23/2013 12:47:56 AM +0000,02/06/2013,01/23/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/23/2013
13-00050970,HLTHRATR,SW-Rat Rubout,923  ARGONNE DR ,BALTIMORE CITY,MD,21218,01/23/2013 12:41:08 AM +0000,02/06/2013,01/23/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/23/2013
13-00050732,HCDRODEN,HCD-Rodents,2726  OAKLEY AVE ,BALTIMORE CITY,MD,21215,01/22/2013 11:58:36 PM +0000,02/06/2013,01/24/2013,CLOSED,Dispatch Inspector,No Cause For Action,01/23/2013
13-00050569,HLTHRATR,SW-Rat Rubout,4001  HILTON RD ,BALTIMORE CITY,MD,21215,01/22/2013 11:18:18 PM +0000,02/05/2013,01/23/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/23/2013
13-00050392,HLTHRATR,SW-Rat Rubout,1521  CHARLOTTE AVE ,BALTIMORE CITY,MD,21224,01/22/2013 10:32:37 PM +0000,02/05/2013,01/23/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/23/2013
13-00050215,HCDRODEN,HCD-Rodents,3231  FLEET ST ,BALTIMORE CITY,MD,21224,01/22/2013 09:38:24 PM +0000,02/06/2013,01/23/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,01/23/2013
13-00050170,HLTHRATR,SW-Rat Rubout,603  BRAESIDE RD ,BALTIMORE CITY,MD,21229,01/22/2013 09:25:12 PM +0000,02/05/2013,01/23/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/23/2013
13-00049973,HLTHRATR,SW-Rat Rubout,1514 N CHAPEL ST ,BALTIMORE CITY,MD,21213,01/22/2013 08:34:07 PM +0000,02/05/2013,01/23/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/23/2013
13-00049791,HLTHRATR,SW-Rat Rubout,702 S FAGLEY ST ,BALTIMORE CITY,MD,21224,01/22/2013 07:55:35 PM +0000,02/05/2013,01/23/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/23/2013
13-00049409,HLTHRATR,SW-Rat Rubout,2521  TOLLEY ST ,BALTIMORE CITY,MD,21230,01/22/2013 06:42:07 PM +0000,02/05/2013,01/23/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/23/2013
13-00049333,HLTHRATR,SW-Rat Rubout,2468  FRANCIS ST ,BALTIMORE CITY,MD,21217,01/22/2013 06:28:55 PM +0000,02/05/2013,01/24/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/24/2013
13-00048752,HCDRODEN,HCD-Rodents,1210  MOSHER ST ,BALTIMORE CITY,MD,21217,01/22/2013 04:55:15 PM +0000,02/06/2013,01/23/2013,CLOSED,Dispatch Inspector,Work Order Outstanding Pending,01/23/2013
13-00048745,HCDRODEN,HCD-Rodents,1636 N BROADWAY  ,BALTIMORE CITY,MD,21213,01/22/2013 04:53:21 PM +0000,02/06/2013,01/23/2013,CLOSED,Dispatch Inspector,Referred to Another Agency,01/23/2013
13-00052896,RATRUBPR,SW-Rat Rubout - Proactive,3326  LYNDALE AVE ,BALTIMORE CITY,MD,21213,01/22/2013 08:00:00 AM +0000,01/27/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00052449,RATRUBPR,SW-Rat Rubout - Proactive,1803  APPLETON ST ,BALTIMORE CITY,MD,21217,01/22/2013 08:00:00 AM +0000,01/27/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00052277,RATRUBPR,SW-Rat Rubout - Proactive,1138  DUNDALK AVE ,BALTIMORE CITY,MD,21224,01/22/2013 08:00:00 AM +0000,01/27/2013,01/23/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/22/2013
13-00053216,RATRUBPR,SW-Rat Rubout - Proactive,5536  LYNVIEW AVE ,BALTIMORE CITY,MD,21215,01/22/2013 08:00:00 AM +0000,01/27/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00052896,RATRUBPR,SW-Rat Rubout - Proactive,3326  LYNDALE AVE ,BALTIMORE CITY,MD,21213,01/22/2013 08:00:00 AM +0000,01/27/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00053216,RATRUBPR,SW-Rat Rubout - Proactive,5536  LYNVIEW AVE ,BALTIMORE CITY,MD,21215,01/22/2013 08:00:00 AM +0000,01/27/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00052449,RATRUBPR,SW-Rat Rubout - Proactive,1803  APPLETON ST ,BALTIMORE CITY,MD,21217,01/22/2013 08:00:00 AM +0000,01/27/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00052277,RATRUBPR,SW-Rat Rubout - Proactive,1138  DUNDALK AVE ,BALTIMORE CITY,MD,21224,01/22/2013 08:00:00 AM +0000,01/27/2013,01/23/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/22/2013
13-00047945,HCDRODEN,HCD-Rodents,2300  ASHLAND AVE ,BALTIMORE CITY,MD,21205,01/21/2013 11:40:10 PM +0000,02/05/2013,01/23/2013,CLOSED,Dispatch Inspector,Notice Issued,01/23/2013
13-00047678,HLTHRATR,SW-Rat Rubout,1612  BOLTON ST ,BALTIMORE CITY,MD,21217,01/21/2013 08:36:52 PM +0000,02/04/2013,01/23/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/23/2013
13-00047477,HCDRODEN,HCD-Rodents,2517  SIDNEY AVE ,BALTIMORE CITY,MD,21230,01/21/2013 06:38:57 PM +0000,02/05/2013,01/22/2013,CLOSED,Dispatch Inspector,Condition Corrected,01/23/2013
13-00047471,HCDRODEN,HCD-Rodents,2515  SIDNEY AVE ,BALTIMORE CITY,MD,21230,01/21/2013 06:37:44 PM +0000,02/05/2013,01/22/2013,CLOSED,Dispatch Inspector,Condition Corrected,01/23/2013
13-00047468,HCDRODEN,HCD-Rodents,2511  SIDNEY AVE ,BALTIMORE CITY,MD,21230,01/21/2013 06:36:16 PM +0000,02/05/2013,01/22/2013,CLOSED,Dispatch Inspector,No Cause For Action,01/22/2013
13-00047461,HCDRODEN,HCD-Rodents,2509  SIDNEY AVE ,BALTIMORE CITY,MD,21230,01/21/2013 06:34:19 PM +0000,02/05/2013,01/22/2013,CLOSED,Dispatch Inspector,No Cause For Action,01/22/2013
13-00047458,HCDRODEN,HCD-Rodents,2513  SIDNEY AVE ,BALTIMORE CITY,MD,21230,01/21/2013 06:33:03 PM +0000,02/05/2013,01/22/2013,CLOSED,Dispatch Inspector,Condition Corrected,01/23/2013
13-00047232,HLTHRATR,SW-Rat Rubout,1605  WALTERSWOOD RD ,BALTIMORE CITY,MD,21239,01/21/2013 04:33:48 PM +0000,02/04/2013,01/23/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/23/2013
13-00047018,HCDRODEN,HCD-Rodents,1701 W PRATT ST ,BALTIMORE CITY,MD,21223,01/21/2013 05:20:05 AM +0000,02/05/2013,01/23/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,01/23/2013
13-00045525,HLTHRATR,SW-Rat Rubout,1000 N FULTON AVE ,BALTIMORE CITY,MD,21217,01/19/2013 06:44:05 PM +0000,02/02/2013,01/23/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/23/2013
13-00045521,HLTHRATR,SW-Rat Rubout,1007 N FULTON AVE ,BALTIMORE CITY,MD,21217,01/19/2013 06:42:02 PM +0000,02/02/2013,01/23/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/23/2013
13-00045156,HCDRODEN,HCD-Rodents,2842  HUNTINGDON AVE ,BALTIMORE CITY,MD,21211,01/19/2013 05:22:32 AM +0000,02/03/2013,01/22/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,01/23/2013
13-00044944,HCDRODEN,HCD-Rodents,2232  ORLEANS ST ,BALTIMORE CITY,MD,21231,01/19/2013 01:49:04 AM +0000,02/03/2013,01/22/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,01/22/2013
13-00044855,HLTHRATR,SW-Rat Rubout,3328  LYNDALE AVE ,BALTIMORE CITY,MD,21213,01/19/2013 12:47:46 AM +0000,02/02/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00044787,HCDRODEN,HCD-Rodents,2425  WESTWOOD AVE ,BALTIMORE CITY,MD,21216,01/19/2013 12:19:48 AM +0000,02/03/2013,01/23/2013,CLOSED,Dispatch Inspector,No Entry (After 3 Attempts),01/22/2013
13-00044551,HLTHRATR,SW-Rat Rubout,3018  MATHEWS ST ,BALTIMORE CITY,MD,21218,01/18/2013 11:33:33 PM +0000,02/01/2013,01/23/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/23/2013
13-00044453,HLTHRATR,SW-Rat Rubout,1720  EUTAW PL ,BALTIMORE CITY,MD,21217,01/18/2013 11:07:55 PM +0000,02/01/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00044238,HCDRODEN,HCD-Rodents,1739  CLARKSON ST ,BALTIMORE CITY,MD,21230,01/18/2013 10:13:32 PM +0000,02/02/2013,01/24/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,01/23/2013
13-00044090,HLTHRATR,SW-Rat Rubout,2605 E HOFFMAN ST ,BALTIMORE CITY,MD,21213,01/18/2013 09:31:27 PM +0000,02/01/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00043920,HLTHRATR,SW-Rat Rubout,2119  PENROSE AVE ,BALTIMORE CITY,MD,21223,01/18/2013 08:44:42 PM +0000,02/01/2013,01/23/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/23/2013
13-00043844,HLTHRATR,SW-Rat Rubout,3609  LYNDALE AVE ,BALTIMORE CITY,MD,21213,01/18/2013 08:22:18 PM +0000,02/01/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00043812,HCDRODEN,HCD-Rodents,2504 E PRESTON ST ,BALTIMORE CITY,MD,21213,01/18/2013 08:16:04 PM +0000,02/02/2013,01/23/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,01/22/2013
13-00043784,HCDRODEN,HCD-Rodents,1717  MADISON AVE ,BALTIMORE CITY,MD,21217,01/18/2013 08:06:14 PM +0000,02/02/2013,01/22/2013,CLOSED,Dispatch Inspector,No Entry (After 3 Attempts),01/22/2013
13-00043662,HCDRODEN,HCD-Rodents,2818 E MADISON ST ,BALTIMORE CITY,MD,21205,01/18/2013 07:38:19 PM +0000,02/02/2013,01/22/2013,CLOSED,Dispatch Inspector,Condition Corrected,01/22/2013
13-00043483,HCDRODEN,HCD-Rodents,1809  APPLETON ST ,BALTIMORE CITY,MD,21217,01/18/2013 06:53:06 PM +0000,02/02/2013,01/22/2013,CLOSED,Dispatch Inspector,Condition Does Not Exist,01/22/2013
13-00043447,HLTHRATR,SW-Rat Rubout,1809  APPLETON ST ,BALTIMORE CITY,MD,21217,01/18/2013 06:45:10 PM +0000,02/01/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00043149,HCDRODEN,HCD-Rodents,701  WASHINGTON BLVD ,BALTIMORE CITY,MD,21230,01/18/2013 05:49:51 PM +0000,02/02/2013,01/22/2013,CLOSED,Dispatch Inspector,Condition Does Not Exist,01/22/2013
13-00043100,HCDRODEN,HCD-Rodents,1125 N MILTON AVE ,BALTIMORE CITY,MD,21213,01/18/2013 05:40:45 PM +0000,02/02/2013,01/22/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,01/23/2013
13-00043084,HLTHRATR,SW-Rat Rubout,605 E 36TH ST ,BALTIMORE CITY,MD,21218,01/18/2013 05:37:38 PM +0000,02/01/2013,01/23/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/23/2013
13-00043059,HLTHRATR,SW-Rat Rubout,1127 N MILTON AVE ,BALTIMORE CITY,MD,21213,01/18/2013 05:32:14 PM +0000,02/01/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00043045,HCDRODEN,HCD-Rodents,3801  GREENMOUNT AVE ,BALTIMORE CITY,MD,21218,01/18/2013 05:30:10 PM +0000,02/02/2013,01/22/2013,CLOSED,Dispatch Inspector,Complaint Not a Violation,01/22/2013
13-00042921,HLTHRATR,SW-Rat Rubout,1606 E OLIVER ST ,BALTIMORE CITY,MD,21213,01/18/2013 05:06:33 PM +0000,02/01/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00042895,HCDRODEN,HCD-Rodents,3600  PARKDALE AVE ,BALTIMORE CITY,MD,21211,01/18/2013 04:59:06 PM +0000,02/02/2013,01/22/2013,CLOSED,Dispatch Inspector,Follow-up Required,01/22/2013
13-00053291,RATRUBPR,SW-Rat Rubout - Proactive,1619 N MONROE ST ,BALTIMORE CITY,MD,21217,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00053288,RATRUBPR,SW-Rat Rubout - Proactive,1734 N FULTON AVE ,BALTIMORE CITY,MD,21217,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
